,episode steps,episode reward,accuracy
1020,88319,-61.0,98.84
1021,88342,-78.0,98.84
1022,88455,12.0,98.84
1023,88503,-53.0,98.84
1024,88565,-39.0,98.84
1025,88751,85.0,98.84
1026,88801,-51.0,98.84
1027,88875,-27.0,98.84
1028,88993,17.0,98.84
1029,88996,-98.0,98.84
1030,88998,-99.0,98.84
1031,89002,-97.0,98.84
1032,89003,-100.0,98.84
1033,89004,-100.0,98.84
1034,89094,-11.0,98.84
1035,89105,-90.0,98.84
1036,89182,-24.0,98.84
1037,89310,27.0,98.84
1038,89493,82.0,98.84
1039,89608,14.0,98.84
1040,89695,-14.0,98.84
1041,89875,79.0,98.84
1042,89914,-62.0,98.84
1043,89923,-92.0,98.84
1044,89924,-100.0,98.84
1045,90027,2.0,98.84
1046,90074,-54.0,98.84
1047,90121,-54.0,98.84
1048,90168,-54.0,98.84
1049,90376,107.0,98.84
1050,90377,-100.0,98.84
1051,90416,-62.0,98.84
1052,90585,68.0,98.84
1053,90615,-71.0,98.84
1054,90721,5.0,98.84
1055,90877,55.0,98.84
1056,90919,-59.0,98.84
1057,90960,-60.0,98.84
1058,91224,163.0,98.84
1059,91283,-42.0,98.84
1060,91348,-36.0,98.84
1061,91392,-57.0,98.84
1062,91643,150.0,98.84
1063,91782,38.0,98.84
1064,92050,167.0,98.84
1065,92051,-100.0,98.84
1066,92282,130.0,98.84
1067,92323,-60.0,98.84
1068,92548,124.0,98.84
1069,92551,-98.0,98.84
1070,92573,-79.0,98.84
1071,92703,29.0,98.84
1072,92745,-59.0,98.84
1073,92751,-95.0,98.84
1074,93111,259.0,98.85
1075,93114,-98.0,98.84
1076,93232,17.0,98.84
1077,93237,-96.0,98.84
1078,93239,-99.0,98.84
1079,93243,-97.0,98.84
1080,93277,-67.0,98.84
1081,93301,-77.0,98.84
1082,93310,-92.0,98.84
1083,93615,204.0,98.84
1084,93665,-51.0,98.84
1085,93746,-20.0,98.84
1086,93867,20.0,98.84
1087,93962,-6.0,98.84
1088,93963,-100.0,98.84
1089,93964,-100.0,98.84
1090,93965,-100.0,98.84
1091,94198,132.0,98.84
1092,94384,85.0,98.84
1093,94566,81.0,98.84
1094,94610,-57.0,98.84
1095,94788,77.0,98.84
1096,94798,-91.0,98.84
1097,94800,-99.0,98.84
1098,94980,79.0,98.84
1099,95092,11.0,98.84
1100,95098,-95.0,98.84
1101,95500,301.0,98.85
1102,95527,-74.0,98.85
1103,95714,86.0,98.85
1104,95736,-79.0,98.85
1105,95857,20.0,98.85
1106,95892,-66.0,98.85
1107,95946,-47.0,98.85
1108,96234,187.0,98.85
1109,96442,107.0,98.85
1110,96629,86.0,98.85
1111,97067,337.0,98.85
1112,97078,-90.0,98.85
1113,97108,-71.0,98.85
1114,97135,-74.0,98.85
1115,97145,-91.0,98.85
1116,97149,-97.0,98.85
1117,97150,-100.0,98.85
1118,97153,-98.0,98.85
1119,97201,-53.0,98.85
1120,97227,-75.0,98.85
1121,97277,-51.0,98.85
1122,97278,-100.0,98.85
1123,97285,-94.0,98.84
1124,97286,-100.0,98.84
1125,97304,-83.0,98.84
1126,97305,-100.0,98.84
1127,97316,-90.0,98.84
1128,97380,-37.0,98.84
1129,97394,-87.0,98.84
1130,97395,-100.0,98.84
1131,97414,-82.0,98.84
1132,97500,-15.0,98.84
1133,97561,-40.0,98.84
1134,97570,-92.0,98.84
1135,97707,36.0,98.84
1136,97711,-97.0,98.84
1137,98092,280.0,98.84
1138,98098,-95.0,98.84
1139,98133,-66.0,98.84
1140,98305,71.0,98.84
1141,98310,-96.0,98.84
1142,98328,-83.0,98.84
1143,98329,-100.0,98.84
1144,98375,-55.0,98.84
1145,98379,-97.0,98.84
1146,98596,116.0,98.84
1147,98622,-75.0,98.84
1148,98643,-80.0,98.84
1149,98745,1.0,98.84
1150,98767,-79.0,98.83
1151,98768,-100.0,98.83
1152,98889,20.0,98.83
1153,98906,-84.0,98.83
1154,98920,-87.0,98.83
1155,99024,3.0,98.83
1156,99025,-100.0,98.83
1157,99769,643.0,98.84
1158,99898,28.0,98.84
1159,100011,12.0,98.84
1160,100075,-37.0,98.84
1161,100222,46.0,98.84
1162,100370,47.0,98.84
1163,100390,-81.0,98.84
1164,100401,-90.0,98.84
1165,100618,116.0,98.84
1166,100689,-30.0,98.84
1167,100701,-89.0,98.84
1168,100747,-55.0,98.84
1169,100749,-99.0,98.84
1170,101011,161.0,98.84
1171,101078,-34.0,98.84
1172,101104,-75.0,98.84
1173,101106,-99.0,98.84
1174,101115,-92.0,98.84
1175,101124,-92.0,98.84
1176,101125,-100.0,98.84
1177,101342,116.0,98.84
1178,101566,123.0,98.84
1179,101600,-67.0,98.84
1180,101878,177.0,98.84
1181,101879,-100.0,98.84
1182,101969,-11.0,98.84
1183,102242,172.0,98.84
1184,102359,16.0,98.84
1185,102364,-96.0,98.84
1186,102375,-90.0,98.84
1187,102378,-98.0,98.84
1188,102389,-90.0,98.84
1189,102402,-88.0,98.84
1190,102455,-48.0,98.84
1191,102741,185.0,98.84
1192,102762,-80.0,98.84
1193,102793,-70.0,98.84
1194,102884,-10.0,98.84
1195,102885,-100.0,98.84
1196,102954,-32.0,98.84
1197,102955,-100.0,98.84
1198,102956,-100.0,98.84
1199,102963,-94.0,98.83
1200,102969,-95.0,98.83
1201,102985,-85.0,98.83
1202,103013,-73.0,98.83
1203,103238,124.0,98.83
1204,103393,54.0,98.83
1205,103396,-98.0,98.83
1206,103699,202.0,98.84
1207,103711,-89.0,98.84
1208,103734,-78.0,98.83
1209,103831,-4.0,98.83
1210,103924,-8.0,98.83
1211,104025,0.0,98.83
1212,104204,78.0,98.84
1213,104225,-80.0,98.84
1214,104284,-42.0,98.83
1215,104302,-83.0,98.83
1216,104326,-77.0,98.83
1217,104327,-100.0,98.83
1218,104347,-81.0,98.83
1219,104431,-17.0,98.83
1220,104470,-62.0,98.83
1221,104565,-6.0,98.83
1222,104626,-40.0,98.83
1223,104935,208.0,98.83
1224,105018,-18.0,98.83
1225,105239,120.0,98.84
1226,105614,274.0,98.84
1227,105691,-24.0,98.84
1228,105925,133.0,98.84
1229,105967,-59.0,98.84
1230,105973,-95.0,98.84
1231,105977,-97.0,98.84
1232,106128,50.0,98.84
1233,106129,-100.0,98.84
1234,106130,-100.0,98.84
1235,106184,-47.0,98.84
1236,106250,-35.0,98.84
1237,106306,-45.0,98.84
1238,106307,-100.0,98.83
1239,106316,-92.0,98.83
1240,106317,-100.0,98.83
1241,106364,-54.0,98.83
1242,106388,-77.0,98.83
1243,106390,-99.0,98.83
1244,106461,-30.0,98.83
1245,106638,76.0,98.83
1246,106687,-52.0,98.83
1247,106722,-66.0,98.83
1248,106930,107.0,98.83
1249,107023,-8.0,98.83
1250,107048,-76.0,98.83
1251,107056,-93.0,98.83
1252,107057,-100.0,98.83
1253,107225,67.0,98.83
1254,107267,-59.0,98.83
1255,107283,-85.0,98.83
1256,107316,-68.0,98.83
1257,107615,198.0,98.83
1258,107687,-29.0,98.83
1259,107691,-97.0,98.83
1260,107883,91.0,98.83
1261,108186,202.0,98.83
1262,108636,349.0,98.84
1263,108826,89.0,98.84
1264,108839,-88.0,98.84
1265,109207,267.0,98.84
1266,109571,263.0,98.84
1267,109712,40.0,98.84
1268,109878,65.0,98.85
1269,110079,100.0,98.85
1270,110104,-76.0,98.85
1271,110208,3.0,98.85
1272,110245,-64.0,98.85
1273,110274,-72.0,98.84
1274,110394,19.0,98.85
1275,110471,-24.0,98.84
1276,110480,-92.0,98.84
1277,110505,-76.0,98.84
1278,110545,-61.0,98.84
1279,110760,114.0,98.84
1280,110853,-8.0,98.84
1281,110921,-33.0,98.84
1282,110923,-99.0,98.84
1283,110935,-89.0,98.84
1284,110976,-60.0,98.84
1285,111016,-61.0,98.84
1286,111019,-98.0,98.84
1287,111036,-84.0,98.84
1288,111094,-43.0,98.84
1289,111095,-100.0,98.84
1290,111122,-74.0,98.84
1291,111232,9.0,98.84
1292,111361,28.0,98.84
1293,111385,-77.0,98.84
1294,111403,-83.0,98.84
1295,111420,-84.0,98.84
1296,111498,-23.0,98.84
1297,111668,69.0,98.84
1298,111903,134.0,98.84
1299,111940,-64.0,98.84
1300,111996,-45.0,98.84
1301,112009,-88.0,98.84
1302,112013,-97.0,98.84
1303,112015,-99.0,98.84
1304,112022,-94.0,98.84
1305,112039,-84.0,98.83
1306,112041,-99.0,98.83
1307,112042,-100.0,98.83
1308,112049,-94.0,98.83
1309,112058,-92.0,98.83
1310,112152,-7.0,98.83
1311,112162,-91.0,98.83
1312,112204,-59.0,98.83
1313,112249,-56.0,98.83
1314,112266,-84.0,98.83
1315,112408,41.0,98.83
1316,112599,90.0,98.83
1317,112798,98.0,98.83
1318,112826,-73.0,98.83
1319,112929,2.0,98.83
1320,112930,-100.0,98.83
1321,112931,-100.0,98.83
1322,113376,344.0,98.83
1323,113425,-52.0,98.83
1324,113515,-11.0,98.83
1325,113789,173.0,98.83
1326,113790,-100.0,98.83
1327,114147,256.0,98.84
1328,114182,-66.0,98.84
1329,114368,85.0,98.84
1330,114382,-87.0,98.84
1331,114402,-81.0,98.84
1332,114461,-42.0,98.84
1333,114683,121.0,98.84
1334,114693,-91.0,98.84
1335,114719,-75.0,98.84
1336,114833,13.0,98.84
1337,114840,-94.0,98.83
1338,114846,-95.0,98.83
1339,114912,-35.0,98.83
1340,114913,-100.0,98.83
1341,115315,301.0,98.84
1342,115317,-99.0,98.84
1343,115354,-64.0,98.83
1344,115515,60.0,98.84
1345,115566,-50.0,98.84
1346,116162,495.0,98.84
1347,116340,77.0,98.84
1348,116481,40.0,98.84
1349,116701,119.0,98.84
1350,116731,-71.0,98.84
1351,116736,-96.0,98.84
1352,116858,21.0,98.84
1353,116924,-35.0,98.84
1354,116991,-34.0,98.84
1355,116996,-96.0,98.84
1356,117000,-97.0,98.84
1357,117005,-96.0,98.84
1358,117162,56.0,98.84
1359,117288,25.0,98.84
1360,117565,176.0,98.84
1361,117635,-31.0,98.84
1362,117668,-68.0,98.84
1363,117845,76.0,98.84
1364,118021,75.0,98.84
1365,118100,-22.0,98.84
1366,118141,-60.0,98.84
1367,118813,571.0,98.85
1368,118854,-60.0,98.85
1369,118926,-29.0,98.85
1370,119156,129.0,98.85
1371,119589,332.0,98.85
1372,119623,-67.0,98.85
1373,120074,350.0,98.86
1374,120225,50.0,98.86
1375,120587,261.0,98.86
1376,120597,-91.0,98.86
1377,120604,-94.0,98.86
1378,121082,377.0,98.86
1379,121443,260.0,98.86
1380,121499,-45.0,98.86
1381,121856,256.0,98.87
1382,121924,-33.0,98.87
1383,121957,-68.0,98.87
1384,122296,238.0,98.87
1385,122383,-14.0,98.87
1386,122701,217.0,98.87
1387,122744,-58.0,98.87
1388,123023,178.0,98.87
1389,123025,-99.0,98.87
1390,123126,0.0,98.87
1391,123473,246.0,98.87
1392,123549,-25.0,98.87
1393,123962,312.0,98.88
1394,123963,-100.0,98.87
1395,124353,289.0,98.88
1396,124525,71.0,98.88
1397,124730,104.0,98.88
1398,124903,72.0,98.88
1399,124926,-78.0,98.88
1400,124935,-92.0,98.88
1401,124936,-100.0,98.88
1402,124937,-100.0,98.88
1403,125132,94.0,98.88
1404,125143,-90.0,98.88
1405,125147,-97.0,98.88
1406,125238,-10.0,98.88
1407,125412,73.0,98.88
1408,125502,-11.0,98.88
1409,125628,25.0,98.88
1410,125796,67.0,98.88
1411,125907,10.0,98.88
1412,125974,-34.0,98.88
1413,126448,373.0,98.88
1414,126499,-50.0,98.88
1415,126942,342.0,98.88
1416,126945,-98.0,98.88
1417,127000,-46.0,98.88
1418,127017,-84.0,98.88
1419,127183,65.0,98.88
1420,127184,-100.0,98.88
1421,127214,-71.0,98.88
1422,127215,-100.0,98.88
1423,127418,102.0,98.88
1424,127729,210.0,98.88
1425,127760,-70.0,98.88
1426,127959,98.0,98.88
1427,127992,-68.0,98.88
1428,128026,-67.0,98.88
1429,128096,-31.0,98.88
1430,128143,-54.0,98.88
1431,128195,-49.0,98.88
1432,128357,61.0,98.88
1433,128372,-86.0,98.88
1434,128419,-54.0,98.88
1435,128514,-6.0,98.88
1436,128745,130.0,98.88
1437,129026,180.0,98.89
1438,129040,-87.0,98.88
1439,129057,-84.0,98.88
1440,129058,-100.0,98.88
1441,129308,149.0,98.88
1442,129565,156.0,98.89
1443,129616,-50.0,98.89
1444,129812,95.0,98.89
1445,129829,-84.0,98.89
1446,130029,99.0,98.89
1447,130470,340.0,98.89
1448,130535,-36.0,98.89
1449,130695,59.0,98.89
1450,130696,-100.0,98.89
1451,130713,-84.0,98.89
1452,131479,665.0,98.89
1453,131483,-97.0,98.89
1454,131560,-24.0,98.89
1455,131800,139.0,98.9
1456,131801,-100.0,98.89
1457,131993,91.0,98.9
1458,131995,-99.0,98.89
1459,132023,-73.0,98.89
1460,132026,-98.0,98.89
1461,132049,-78.0,98.89
1462,132096,-54.0,98.89
1463,132104,-93.0,98.89
1464,132165,-40.0,98.89
1465,132166,-100.0,98.89
1466,132245,-22.0,98.89
1467,132252,-94.0,98.89
1468,132259,-94.0,98.89
1469,132269,-91.0,98.89
1470,132285,-85.0,98.89
1471,132740,354.0,98.89
1472,132742,-99.0,98.89
1473,132776,-67.0,98.89
1474,132856,-21.0,98.89
1475,133141,184.0,98.89
1476,133831,589.0,98.9
1477,134045,113.0,98.9
1478,134046,-100.0,98.9
1479,134082,-65.0,98.9
1480,134221,38.0,98.9
1481,134255,-67.0,98.9
1482,134386,30.0,98.9
1483,134465,-22.0,98.9
1484,134466,-100.0,98.9
1485,134499,-68.0,98.9
1486,134518,-82.0,98.89
1487,134519,-100.0,98.89
1488,134631,11.0,98.89
1489,134632,-100.0,98.89
1490,134804,71.0,98.89
1491,134805,-100.0,98.89
1492,134968,62.0,98.89
1493,134969,-100.0,98.89
1494,135166,96.0,98.89
1495,135171,-96.0,98.89
1496,135176,-96.0,98.89
1497,135177,-100.0,98.89
1498,135223,-55.0,98.89
1499,135307,-17.0,98.89
1500,135423,15.0,98.89
1501,135673,149.0,98.89
1502,135698,-76.0,98.89
1503,135735,-64.0,98.89
1504,136086,250.0,98.89
1505,136153,-34.0,98.89
1506,136160,-94.0,98.89
1507,136308,47.0,98.89
1508,136460,51.0,98.89
1509,136753,192.0,98.9
1510,136865,11.0,98.9
1511,136900,-66.0,98.9
1512,137003,2.0,98.9
1513,137109,5.0,98.9
1514,137245,35.0,98.9
1515,137314,-32.0,98.9
1516,137426,11.0,98.9
1517,137543,16.0,98.9
1518,137571,-73.0,98.9
1519,137596,-76.0,98.9
1520,137598,-99.0,98.89
1521,137680,-19.0,98.89
1522,137726,-55.0,98.89
1523,137844,17.0,98.89
1524,137981,36.0,98.89
1525,138429,347.0,98.9
1526,138912,382.0,98.9
1527,139089,76.0,98.9
1528,139090,-100.0,98.9
1529,139091,-100.0,98.9
1530,139502,310.0,98.9
1531,139569,-34.0,98.9
1532,139757,87.0,98.9
1533,139758,-100.0,98.9
1534,139779,-80.0,98.9
1535,139780,-100.0,98.9
1536,139879,-2.0,98.9
1537,139965,-15.0,98.9
1538,140094,28.0,98.9
1539,140118,-77.0,98.9
1540,140135,-84.0,98.9
1541,140136,-100.0,98.9
1542,140292,55.0,98.9
1543,140293,-100.0,98.9
1544,140496,102.0,98.9
1545,140502,-95.0,98.9
1546,140651,48.0,98.9
1547,140680,-72.0,98.9
1548,140893,112.0,98.9
1549,140951,-43.0,98.9
1550,140955,-97.0,98.9
1551,141228,172.0,98.9
1552,141553,224.0,98.9
1553,141588,-66.0,98.9
1554,141598,-91.0,98.9
1555,141851,152.0,98.9
1556,142019,67.0,98.9
1557,142086,-34.0,98.9
1558,142136,-51.0,98.9
1559,142140,-97.0,98.9
1560,142184,-57.0,98.9
1561,142249,-36.0,98.9
1562,142336,-14.0,98.9
1563,142395,-42.0,98.9
1564,142396,-100.0,98.9
1565,142419,-78.0,98.9
1566,142426,-94.0,98.9
1567,142435,-92.0,98.9
1568,142471,-65.0,98.9
1569,142553,-19.0,98.9
1570,142554,-100.0,98.9
1571,142736,81.0,98.9
1572,142748,-89.0,98.9
1573,142749,-100.0,98.9
1574,142806,-44.0,98.9
1575,142858,-49.0,98.9
1576,143042,83.0,98.9
1577,143073,-70.0,98.9
1578,143092,-82.0,98.9
1579,143207,14.0,98.9
1580,143438,130.0,98.9
1581,143598,59.0,98.9
1582,143694,-5.0,98.9
1583,143711,-84.0,98.9
1584,143756,-56.0,98.9
1585,143868,11.0,98.9
1586,143925,-44.0,98.9
1587,144311,285.0,98.9
1588,144350,-62.0,98.9
1589,144379,-72.0,98.9
1590,144657,177.0,98.9
1591,145111,353.0,98.9
1592,145182,-30.0,98.9
1593,145394,111.0,98.9
1594,145429,-66.0,98.9
1595,145486,-44.0,98.9
1596,145540,-47.0,98.9
1597,145572,-69.0,98.9
1598,145647,-26.0,98.9
1599,145648,-100.0,98.9
1600,145649,-100.0,98.9
1601,145676,-74.0,98.9
1602,145763,-14.0,98.9
1603,145794,-70.0,98.9
1604,145931,36.0,98.9
1605,145982,-50.0,98.9
1606,146008,-75.0,98.9
1607,146019,-90.0,98.9
1608,146130,10.0,98.9
1609,146170,-61.0,98.9
1610,146350,79.0,98.9
1611,146351,-100.0,98.9
1612,146940,488.0,98.9
1613,146950,-91.0,98.9
1614,147120,69.0,98.9
1615,147138,-83.0,98.9
1616,147182,-57.0,98.9
1617,147208,-75.0,98.9
1618,147373,64.0,98.9
1619,147581,107.0,98.9
1620,147667,-15.0,98.9
1621,147757,-11.0,98.9
1622,147846,-12.0,98.9
1623,147892,-55.0,98.9
1624,147958,-35.0,98.9
1625,147959,-100.0,98.9
1626,148166,106.0,98.9
1627,148279,12.0,98.9
1628,148286,-94.0,98.9
1629,148310,-77.0,98.9
1630,148428,17.0,98.9
1631,148545,16.0,98.9
1632,148821,175.0,98.9
1633,148822,-100.0,98.9
1634,149239,316.0,98.9
1635,149245,-95.0,98.9
1636,149260,-86.0,98.9
1637,149261,-100.0,98.9
1638,149300,-62.0,98.9
1639,149318,-83.0,98.9
1640,149319,-100.0,98.9
1641,149427,7.0,98.9
1642,149497,-31.0,98.9
1643,149708,110.0,98.9
1644,149759,-50.0,98.9
1645,149884,24.0,98.9
1646,149885,-100.0,98.9
1647,149892,-94.0,98.9
1648,149917,-76.0,98.9
1649,149918,-100.0,98.9
1650,149983,-36.0,98.9
1651,150015,-69.0,98.9
1652,150094,-22.0,98.9
1653,150146,-49.0,98.9
1654,150353,106.0,98.9
1655,150518,64.0,98.9
1656,150519,-100.0,98.9
1657,150592,-28.0,98.9
1658,150610,-83.0,98.9
1659,150692,-19.0,98.9
1660,150943,150.0,98.9
1661,151122,78.0,98.9
1662,151276,53.0,98.9
1663,151376,-1.0,98.9
1664,151467,-10.0,98.9
1665,151509,-59.0,98.9
1666,151818,208.0,98.9
1667,152046,127.0,98.9
1668,152119,-28.0,98.9
1669,152153,-67.0,98.9
1670,152164,-90.0,98.9
1671,152222,-43.0,98.9
1672,152246,-77.0,98.9
1673,152288,-59.0,98.9
1674,152309,-80.0,98.9
1675,152334,-76.0,98.9
1676,152454,19.0,98.9
1677,152456,-99.0,98.9
1678,152576,19.0,98.9
1679,152673,-4.0,98.9
1680,152674,-100.0,98.9
1681,152834,59.0,98.9
1682,152878,-57.0,98.9
1683,153056,77.0,98.9
1684,153095,-62.0,98.9
1685,153104,-92.0,98.9
1686,153130,-75.0,98.9
1687,153136,-95.0,98.9
1688,153360,123.0,98.9
1689,153383,-78.0,98.9
1690,153405,-79.0,98.9
1691,153498,-8.0,98.9
1692,153531,-68.0,98.9
1693,153551,-81.0,98.9
1694,153623,-29.0,98.9
1695,153624,-100.0,98.9
1696,153638,-87.0,98.9
1697,153639,-100.0,98.89
1698,153656,-84.0,98.89
1699,153700,-57.0,98.89
1700,153701,-100.0,98.89
1701,153720,-82.0,98.89
1702,153734,-87.0,98.89
1703,153844,9.0,98.89
1704,154016,71.0,98.89
1705,154030,-87.0,98.89
1706,154146,15.0,98.89
1707,154252,5.0,98.89
1708,154261,-92.0,98.89
1709,154340,-22.0,98.89
1710,154696,255.0,98.89
1711,154773,-24.0,98.89
1712,154848,-26.0,98.89
1713,154879,-70.0,98.89
1714,154948,-32.0,98.89
1715,155090,41.0,98.89
1716,155128,-63.0,98.89
1717,155321,92.0,98.89
1718,155440,18.0,98.89
1719,155448,-93.0,98.89
1720,155449,-100.0,98.89
1721,155452,-98.0,98.89
1722,155505,-48.0,98.89
1723,155628,22.0,98.89
1724,155912,183.0,98.89
1725,156087,74.0,98.89
1726,156103,-85.0,98.89
1727,156104,-100.0,98.89
1728,156222,17.0,98.89
1729,156265,-58.0,98.89
1730,156339,-27.0,98.89
1731,156394,-46.0,98.89
1732,156395,-100.0,98.89
1733,156396,-100.0,98.89
1734,156490,-7.0,98.89
1735,156575,-16.0,98.89
1736,156675,-1.0,98.89
1737,156722,-54.0,98.89
1738,156754,-69.0,98.89
1739,156755,-100.0,98.89
1740,156774,-82.0,98.89
1741,156794,-81.0,98.89
1742,156894,-1.0,98.89
1743,157040,45.0,98.89
1744,157144,3.0,98.89
1745,157289,44.0,98.89
1746,157298,-92.0,98.89
1747,157303,-96.0,98.89
1748,157321,-83.0,98.89
1749,157488,66.0,98.89
1750,157565,-24.0,98.89
1751,157618,-48.0,98.89
1752,157639,-80.0,98.89
1753,157754,14.0,98.89
1754,157782,-73.0,98.89
1755,157797,-86.0,98.89
1756,157805,-93.0,98.89
1757,157806,-100.0,98.89
1758,157910,3.0,98.89
1759,157941,-70.0,98.89
1760,158046,4.0,98.89
1761,158208,61.0,98.89
1762,158311,2.0,98.89
1763,158389,-23.0,98.89
1764,158491,1.0,98.89
1765,158508,-84.0,98.89
1766,158509,-100.0,98.89
1767,158555,-55.0,98.88
1768,158556,-100.0,98.88
1769,158592,-65.0,98.88
1770,158598,-95.0,98.88
1771,158708,9.0,98.88
1772,158822,13.0,98.88
1773,159021,98.0,98.88
1774,159057,-65.0,98.88
1775,159345,187.0,98.89
1776,159459,13.0,98.89
1777,159460,-100.0,98.88
1778,159493,-68.0,98.88
1779,159514,-80.0,98.88
1780,159633,18.0,98.88
1781,159809,75.0,98.88
1782,159812,-98.0,98.88
1783,159814,-99.0,98.88
1784,160200,285.0,98.89
1785,160265,-36.0,98.89
1786,160270,-96.0,98.88
1787,160325,-46.0,98.88
1788,160339,-87.0,98.88
1789,160417,-23.0,98.88
1790,160440,-78.0,98.88
1791,160567,26.0,98.88
1792,160568,-100.0,98.88
1793,160616,-53.0,98.88
1794,160725,8.0,98.88
1795,160771,-55.0,98.88
1796,160829,-43.0,98.88
1797,160981,51.0,98.88
1798,160982,-100.0,98.88
1799,161111,28.0,98.88
1800,161614,402.0,98.89
1801,161774,59.0,98.89
1802,161852,-23.0,98.89
1803,161872,-81.0,98.89
1804,162120,147.0,98.89
1805,162590,369.0,98.89
1806,162730,39.0,98.89
1807,162781,-50.0,98.89
1808,162802,-80.0,98.89
1809,162926,23.0,98.89
1810,162927,-100.0,98.89
1811,163050,22.0,98.89
1812,163114,-37.0,98.89
1813,163128,-87.0,98.89
1814,163147,-82.0,98.89
1815,163758,510.0,98.89
1816,163791,-68.0,98.89
1817,163936,44.0,98.89
1818,164324,287.0,98.89
1819,164737,312.0,98.9
1820,164740,-98.0,98.89
1821,164742,-99.0,98.89
1822,164752,-91.0,98.89
1823,164763,-90.0,98.89
1824,164764,-100.0,98.89
1825,164798,-67.0,98.89
1826,164799,-100.0,98.89
1827,164814,-86.0,98.89
1828,164851,-64.0,98.89
1829,164897,-55.0,98.89
1830,164929,-69.0,98.89
1831,164948,-82.0,98.89
1832,164955,-94.0,98.89
1833,164977,-79.0,98.89
1834,165015,-63.0,98.89
1835,165020,-96.0,98.89
1836,165245,124.0,98.89
1837,165251,-95.0,98.89
1838,165502,150.0,98.89
1839,165582,-21.0,98.89
1840,165740,57.0,98.89
1841,166149,308.0,98.89
1842,166179,-71.0,98.89
1843,166187,-93.0,98.89
1844,166248,-40.0,98.89
1845,166581,232.0,98.89
1846,166789,107.0,98.89
1847,166923,33.0,98.89
1848,166924,-100.0,98.89
1849,167182,157.0,98.89
1850,167387,104.0,98.89
1851,167888,400.0,98.9
1852,168299,310.0,98.9
1853,168425,25.0,98.9
1854,168465,-61.0,98.9
1855,168478,-88.0,98.9
1856,168559,-20.0,98.9
1857,168560,-100.0,98.9
1858,168565,-96.0,98.9
1859,168776,110.0,98.9
1860,168902,25.0,98.9
1861,168936,-67.0,98.9
1862,169034,-3.0,98.9
1863,169350,215.0,98.9
1864,169669,218.0,98.9
1865,170130,360.0,98.9
1866,170501,270.0,98.9
1867,170564,-38.0,98.9
1868,170565,-100.0,98.9
1869,170567,-99.0,98.9
1870,170629,-39.0,98.9
1871,170650,-80.0,98.9
1872,170668,-83.0,98.9
1873,170670,-99.0,98.9
1874,170671,-100.0,98.9
1875,170760,-12.0,98.9
1876,170761,-100.0,98.9
1877,170791,-71.0,98.9
1878,170816,-76.0,98.9
1879,170818,-99.0,98.9
1880,170848,-71.0,98.9
1881,170993,44.0,98.9
1882,171163,69.0,98.9
1883,171385,121.0,98.9
1884,171386,-100.0,98.9
1885,171392,-95.0,98.9
1886,171415,-78.0,98.9
1887,171416,-100.0,98.9
1888,171508,-9.0,98.9
1889,171607,-2.0,98.9
1890,171694,-14.0,98.9
1891,171705,-90.0,98.9
1892,171787,-19.0,98.9
1893,171877,-11.0,98.9
1894,171911,-67.0,98.9
1895,171920,-92.0,98.9
1896,171956,-65.0,98.9
1897,172053,-4.0,98.9
1898,172170,16.0,98.9
1899,172176,-95.0,98.9
1900,172179,-98.0,98.9
1901,172183,-97.0,98.9
1902,172196,-88.0,98.89
1903,172199,-98.0,98.89
1904,172200,-100.0,98.89
1905,172205,-96.0,98.89
1906,172212,-94.0,98.89
1907,172223,-90.0,98.89
1908,172225,-99.0,98.89
1909,172234,-92.0,98.89
1910,172241,-94.0,98.89
1911,172254,-88.0,98.89
1912,172268,-87.0,98.89
1913,172280,-89.0,98.89
1914,172290,-91.0,98.89
1915,172292,-99.0,98.89
1916,172354,-39.0,98.89
1917,172424,-31.0,98.89
1918,172464,-61.0,98.89
1919,172518,-47.0,98.89
1920,172555,-64.0,98.89
1921,172858,202.0,98.89
1922,172935,-24.0,98.89
1923,173004,-32.0,98.89
1924,173054,-51.0,98.89
1925,173060,-95.0,98.89
1926,173086,-75.0,98.89
1927,173265,78.0,98.89
1928,173336,-30.0,98.89
1929,173743,306.0,98.89
1930,173744,-100.0,98.89
1931,173876,31.0,98.89
1932,173933,-44.0,98.89
1933,174254,220.0,98.89
1934,174255,-100.0,98.89
1935,174300,-56.0,98.89
1936,174805,404.0,98.89
1937,174883,-23.0,98.89
1938,174885,-99.0,98.89
1939,174886,-100.0,98.89
1940,174919,-68.0,98.89
1941,174932,-88.0,98.89
1942,174933,-100.0,98.89
1943,174976,-58.0,98.89
1944,175139,62.0,98.89
1945,175453,213.0,98.89
1946,175454,-100.0,98.89
1947,175721,166.0,98.89
1948,175890,68.0,98.89
1949,175906,-85.0,98.89
1950,176182,175.0,98.89
1951,176210,-73.0,98.89
1952,176211,-100.0,98.89
1953,176253,-59.0,98.89
1954,176738,384.0,98.89
1955,176765,-74.0,98.89
1956,176839,-27.0,98.89
1957,176941,1.0,98.89
1958,177043,1.0,98.89
1959,177484,340.0,98.9
1960,177485,-100.0,98.9
1961,177785,199.0,98.9
1962,177810,-76.0,98.9
1963,177814,-97.0,98.9
1964,177838,-77.0,98.9
1965,177850,-89.0,98.89
1966,177964,13.0,98.89
1967,178003,-62.0,98.89
1968,178051,-53.0,98.89
1969,178119,-33.0,98.89
1970,178143,-77.0,98.89
1971,178352,108.0,98.89
1972,178377,-76.0,98.89
