,episode steps,episode reward,accuracy
1973,178378,-100.0,98.89
1974,178489,10.0,98.89
1975,178814,224.0,98.89
1976,178815,-100.0,98.89
1977,178816,-100.0,98.89
1978,178817,-100.0,98.89
1979,178829,-89.0,98.89
1980,178849,-81.0,98.89
1981,178852,-98.0,98.89
1982,178880,-73.0,98.89
1983,178885,-96.0,98.89
1984,178889,-97.0,98.89
1985,178910,-80.0,98.89
1986,178964,-47.0,98.89
1987,179020,-45.0,98.89
1988,179121,0.0,98.89
1989,179148,-74.0,98.89
1990,179206,-43.0,98.89
1991,179207,-100.0,98.89
1992,179259,-49.0,98.89
1993,179356,-4.0,98.89
1994,179372,-85.0,98.89
1995,179459,-14.0,98.89
1996,179814,254.0,98.89
1997,179972,57.0,98.89
1998,180023,-50.0,98.89
1999,180428,304.0,98.89
2000,180440,-89.0,98.89
2001,180841,300.0,98.89
2002,181139,197.0,98.89
2003,181245,5.0,98.89
2004,181448,102.0,98.89
2005,181824,275.0,98.9
2006,181859,-66.0,98.9
2007,182248,288.0,98.9
2008,182385,36.0,98.9
2009,182386,-100.0,98.9
2010,182488,1.0,98.9
2011,182673,84.0,98.9
2012,182834,60.0,98.9
2013,183017,82.0,98.9
2014,183069,-49.0,98.9
2015,183416,246.0,98.9
2016,183467,-50.0,98.9
2017,183595,27.0,98.9
2018,183776,80.0,98.9
2019,183903,26.0,98.9
2020,184019,15.0,98.9
2021,184128,8.0,98.9
2022,184230,1.0,98.9
2023,184275,-56.0,98.9
2024,184304,-72.0,98.9
2025,184596,191.0,98.9
2026,184616,-81.0,98.9
2027,184646,-71.0,98.9
2028,185147,400.0,98.9
2029,185176,-72.0,98.9
2030,185237,-40.0,98.9
2031,185240,-98.0,98.9
2032,185364,23.0,98.9
2033,185365,-100.0,98.9
2034,185489,23.0,98.9
2035,185490,-100.0,98.9
2036,185546,-45.0,98.9
2037,185731,84.0,98.9
2038,185732,-100.0,98.9
2039,186188,355.0,98.9
2040,186332,43.0,98.9
2041,186333,-100.0,98.9
2042,186375,-59.0,98.9
2043,186439,-37.0,98.9
2044,186650,110.0,98.9
2045,186677,-74.0,98.9
2046,186798,20.0,98.9
2047,186849,-50.0,98.9
2048,186850,-100.0,98.9
2049,186858,-93.0,98.9
2050,186958,-1.0,98.9
2051,187097,38.0,98.9
2052,187098,-100.0,98.9
2053,187252,53.0,98.9
2054,187271,-82.0,98.9
2055,187273,-99.0,98.9
2056,187304,-70.0,98.9
2057,187606,201.0,98.9
2058,187681,-26.0,98.9
2059,187682,-100.0,98.9
2060,187745,-38.0,98.9
2061,187873,27.0,98.9
2062,187877,-97.0,98.9
2063,187987,9.0,98.9
2064,188072,-16.0,98.9
2065,188309,136.0,98.9
2066,188310,-100.0,98.9
2067,188932,521.0,98.91
2068,189161,128.0,98.91
2069,189336,74.0,98.91
2070,189788,351.0,98.91
2071,190003,114.0,98.91
2072,190012,-92.0,98.91
2073,190045,-68.0,98.91
2074,190173,27.0,98.91
2075,190689,415.0,98.91
2076,190713,-77.0,98.91
2077,190736,-78.0,98.91
2078,190737,-100.0,98.91
2079,190806,-32.0,98.91
2080,190826,-81.0,98.91
2081,190948,21.0,98.91
2082,191024,-25.0,98.91
2083,191057,-68.0,98.91
2084,191194,36.0,98.91
2085,191341,46.0,98.91
2086,191458,16.0,98.91
2087,191538,-21.0,98.91
2088,191740,101.0,98.91
2089,192001,160.0,98.91
2090,192002,-100.0,98.91
2091,192078,-25.0,98.91
2092,192079,-100.0,98.91
2093,192080,-100.0,98.91
2094,192082,-99.0,98.91
2095,192084,-99.0,98.91
2096,192089,-96.0,98.91
2097,192096,-94.0,98.91
2098,192097,-100.0,98.91
2099,192113,-85.0,98.91
2100,192125,-89.0,98.91
2101,192132,-94.0,98.91
2102,192155,-78.0,98.91
2103,192226,-30.0,98.91
2104,192309,-18.0,98.91
2105,192424,14.0,98.91
2106,192533,8.0,98.91
2107,192607,-27.0,98.91
2108,192608,-100.0,98.91
2109,192609,-100.0,98.9
2110,192610,-100.0,98.9
2111,192882,171.0,98.91
2112,192906,-77.0,98.9
2113,192933,-74.0,98.9
2114,192970,-64.0,98.9
2115,193739,668.0,98.91
2116,193928,88.0,98.91
2117,193929,-100.0,98.91
2118,194365,335.0,98.91
2119,194366,-100.0,98.91
2120,194367,-100.0,98.91
2121,194368,-100.0,98.91
2122,194402,-67.0,98.91
2123,194518,15.0,98.91
2124,194632,13.0,98.91
2125,194708,-25.0,98.91
2126,194722,-87.0,98.91
2127,194748,-75.0,98.91
2128,194843,-6.0,98.91
2129,195122,178.0,98.91
2130,195126,-97.0,98.91
2131,195134,-93.0,98.91
2132,195137,-98.0,98.91
2133,195144,-94.0,98.91
2134,195145,-100.0,98.91
2135,195148,-98.0,98.91
2136,195150,-99.0,98.9
2137,195153,-98.0,98.9
2138,195487,233.0,98.91
2139,195702,114.0,98.91
2140,196017,214.0,98.91
2141,196059,-59.0,98.91
2142,196230,70.0,98.91
2143,196233,-98.0,98.91
2144,196264,-70.0,98.91
2145,196271,-94.0,98.91
2146,196304,-68.0,98.91
2147,196311,-94.0,98.91
2148,196355,-57.0,98.91
2149,196410,-46.0,98.91
2150,196489,-22.0,98.91
2151,196626,36.0,98.91
2152,196627,-100.0,98.91
2153,196679,-49.0,98.9
2154,197028,248.0,98.91
2155,197036,-93.0,98.91
2156,197169,32.0,98.91
2157,197559,289.0,98.91
2158,197854,194.0,98.91
2159,197863,-92.0,98.91
2160,197864,-100.0,98.91
2161,197912,-53.0,98.91
2162,197979,-34.0,98.91
2163,197980,-100.0,98.91
2164,197982,-99.0,98.91
2165,198036,-47.0,98.91
2166,198149,12.0,98.91
2167,198212,-38.0,98.91
2168,198799,486.0,98.91
2169,198856,-44.0,98.91
2170,199109,152.0,98.91
2171,199217,7.0,98.91
2172,199223,-95.0,98.91
2173,199224,-100.0,98.91
2174,199253,-72.0,98.91
2175,199396,42.0,98.91
2176,199414,-83.0,98.91
2177,199415,-100.0,98.91
2178,199416,-100.0,98.91
2179,199417,-100.0,98.91
2180,199474,-44.0,98.91
2181,199647,72.0,98.91
2182,199906,158.0,98.91
2183,199910,-97.0,98.91
2184,200026,15.0,98.91
2185,200027,-100.0,98.91
2186,200032,-96.0,98.91
2187,200067,-66.0,98.91
2188,200076,-92.0,98.91
2189,200114,-63.0,98.91
2190,200134,-81.0,98.91
2191,200166,-69.0,98.9
2192,201129,862.0,98.91
2193,201221,-9.0,98.91
2194,201227,-95.0,98.91
2195,202014,686.0,98.91
2196,202015,-100.0,98.91
2197,202104,-12.0,98.91
2198,202105,-100.0,98.91
2199,202127,-79.0,98.91
2200,202177,-51.0,98.91
2201,202183,-95.0,98.91
2202,202241,-43.0,98.91
2203,202530,188.0,98.91
2204,202536,-95.0,98.91
2205,203121,484.0,98.91
2206,203900,678.0,98.92
2207,204424,423.0,98.92
2208,204763,238.0,98.92
2209,204780,-84.0,98.92
2210,204828,-53.0,98.92
2211,204945,16.0,98.92
2212,204984,-62.0,98.92
2213,205023,-62.0,98.92
2214,205024,-100.0,98.92
2215,205084,-41.0,98.92
2216,205085,-100.0,98.92
2217,205122,-64.0,98.92
2218,205157,-66.0,98.92
2219,205190,-68.0,98.92
2220,205204,-87.0,98.92
2221,205236,-69.0,98.92
2222,205238,-99.0,98.92
2223,205247,-92.0,98.92
2224,205252,-96.0,98.92
2225,205312,-41.0,98.92
2226,205336,-77.0,98.92
2227,205359,-78.0,98.92
2228,205362,-98.0,98.91
2229,205536,73.0,98.92
2230,205551,-86.0,98.91
2231,205643,-9.0,98.91
2232,205719,-25.0,98.91
2233,205873,53.0,98.91
2234,206095,121.0,98.92
2235,206142,-54.0,98.92
2236,206362,119.0,98.92
2237,206638,175.0,98.92
2238,206744,5.0,98.92
2239,206969,124.0,98.92
2240,207275,205.0,98.92
2241,207276,-100.0,98.92
2242,207688,311.0,98.92
2243,208072,283.0,98.92
2244,208399,226.0,98.92
2245,208563,63.0,98.92
2246,208787,123.0,98.92
2247,208961,73.0,98.92
2248,209014,-48.0,98.92
2249,209238,123.0,98.92
2250,209254,-85.0,98.92
2251,209422,67.0,98.92
2252,209475,-48.0,98.92
2253,209920,344.0,98.93
2254,209929,-92.0,98.93
2255,209960,-70.0,98.93
2256,209982,-79.0,98.93
2257,209989,-94.0,98.92
2258,209997,-93.0,98.92
2259,210032,-66.0,98.92
2260,210068,-65.0,98.92
2261,210080,-89.0,98.92
2262,210106,-75.0,98.92
2263,210341,134.0,98.92
2264,210342,-100.0,98.92
2265,210485,42.0,98.92
2266,210673,87.0,98.92
2267,210844,70.0,98.92
2268,210845,-100.0,98.92
2269,210849,-97.0,98.92
2270,210864,-86.0,98.92
2271,210926,-39.0,98.92
2272,211234,207.0,98.92
2273,211391,56.0,98.92
2274,211609,117.0,98.92
2275,211745,35.0,98.93
2276,211848,2.0,98.93
2277,212257,308.0,98.93
2278,212517,159.0,98.93
2279,212678,60.0,98.93
2280,212771,-8.0,98.93
2281,213819,947.0,98.93
2282,214497,577.0,98.94
2283,214498,-100.0,98.94
2284,215171,572.0,98.94
2285,215342,70.0,98.94
2286,215356,-87.0,98.94
2287,215357,-100.0,98.94
2288,215362,-96.0,98.94
2289,215560,97.0,98.94
2290,216002,341.0,98.94
2291,216214,111.0,98.94
2292,216300,-15.0,98.94
2293,216329,-72.0,98.94
2294,216352,-78.0,98.94
2295,216413,-40.0,98.94
2296,216450,-64.0,98.94
2297,216621,70.0,98.94
2298,216778,56.0,98.94
2299,216912,33.0,98.94
2300,217132,119.0,98.94
2301,217293,60.0,98.94
2302,217323,-71.0,98.94
2303,217370,-54.0,98.94
2304,217428,-43.0,98.94
2305,217492,-37.0,98.94
2306,217512,-81.0,98.94
2307,217542,-71.0,98.94
2308,217543,-100.0,98.94
2309,217548,-96.0,98.94
2310,217568,-81.0,98.94
2311,217696,27.0,98.94
2312,217731,-66.0,98.94
2313,217803,-29.0,98.94
2314,217841,-63.0,98.94
2315,217882,-60.0,98.94
2316,217902,-81.0,98.94
2317,217919,-84.0,98.94
2318,217930,-90.0,98.94
2319,218061,30.0,98.94
2320,218068,-94.0,98.94
2321,218069,-100.0,98.94
2322,218091,-79.0,98.93
2323,218092,-100.0,98.93
2324,218155,-38.0,98.93
2325,218174,-82.0,98.93
2326,218373,98.0,98.93
2327,218733,259.0,98.94
2328,218743,-91.0,98.94
2329,218765,-79.0,98.93
2330,218781,-85.0,98.93
2331,218981,99.0,98.94
2332,219048,-34.0,98.93
2333,219086,-63.0,98.93
2334,219143,-44.0,98.93
2335,219186,-58.0,98.93
2336,219247,-40.0,98.93
2337,219257,-91.0,98.93
2338,220124,766.0,98.94
2339,220142,-83.0,98.94
2340,220451,208.0,98.94
2341,220572,20.0,98.94
2342,220585,-88.0,98.94
2343,220589,-97.0,98.94
2344,220613,-77.0,98.94
2345,220683,-31.0,98.94
2346,220684,-100.0,98.94
2347,220755,-30.0,98.94
2348,220827,-29.0,98.94
2349,221387,459.0,98.94
2350,221485,-3.0,98.94
2351,221498,-88.0,98.94
2352,221596,-3.0,98.94
2353,221681,-16.0,98.94
2354,221737,-45.0,98.94
2355,221764,-74.0,98.94
2356,221810,-55.0,98.94
2357,221824,-87.0,98.94
2358,221853,-72.0,98.94
2359,221918,-36.0,98.94
2360,221947,-72.0,98.94
2361,221986,-62.0,98.94
2362,222011,-76.0,98.94
2363,222114,2.0,98.94
2364,222115,-100.0,98.94
2365,222181,-35.0,98.94
2366,222247,-35.0,98.93
2367,222253,-95.0,98.93
2368,222278,-76.0,98.93
2369,222279,-100.0,98.93
2370,222287,-93.0,98.93
2371,222294,-94.0,98.93
2372,222296,-99.0,98.93
2373,222297,-100.0,98.93
2374,222336,-62.0,98.93
2375,222449,12.0,98.93
2376,222484,-66.0,98.93
2377,222521,-64.0,98.93
2378,222567,-55.0,98.93
2379,222631,-37.0,98.93
2380,222653,-79.0,98.93
2381,222703,-51.0,98.93
2382,222715,-89.0,98.93
2383,223038,222.0,98.93
2384,223060,-79.0,98.93
2385,223097,-64.0,98.93
2386,223477,279.0,98.93
2387,223534,-44.0,98.93
2388,223716,81.0,98.93
2389,223738,-79.0,98.93
2390,224172,333.0,98.93
2391,224173,-100.0,98.93
2392,224174,-100.0,98.93
2393,224437,162.0,98.93
2394,224496,-42.0,98.93
2395,224543,-54.0,98.93
2396,224544,-100.0,98.93
2397,224545,-100.0,98.93
2398,224588,-58.0,98.93
2399,225251,562.0,98.93
2400,225490,138.0,98.94
2401,225565,-26.0,98.94
2402,226170,504.0,98.94
2403,226461,190.0,98.94
2404,226604,42.0,98.94
2405,226641,-64.0,98.94
2406,226642,-100.0,98.94
2407,226690,-53.0,98.94
2408,226819,28.0,98.94
2409,226820,-100.0,98.94
2410,227101,180.0,98.94
2411,227265,63.0,98.94
2412,227308,-58.0,98.94
2413,227885,476.0,98.94
2414,227955,-31.0,98.94
2415,228476,420.0,98.94
2416,228508,-69.0,98.94
2417,228640,31.0,98.94
2418,228664,-77.0,98.94
2419,228761,-4.0,98.94
2420,229338,476.0,98.94
2421,229365,-74.0,98.94
2422,229771,305.0,98.95
2423,229778,-94.0,98.95
2424,229784,-95.0,98.94
2425,229785,-100.0,98.94
2426,230213,327.0,98.95
2427,230361,47.0,98.95
2428,230476,14.0,98.95
2429,230553,-24.0,98.95
2430,230589,-65.0,98.95
2431,230711,21.0,98.95
2432,230837,25.0,98.95
2433,230901,-37.0,98.95
2434,230943,-59.0,98.95
2435,231402,358.0,98.95
2436,231653,150.0,98.95
2437,231791,37.0,98.95
2438,231792,-100.0,98.95
2439,231941,48.0,98.95
2440,231956,-86.0,98.95
2441,232148,91.0,98.95
2442,232382,133.0,98.95
2443,232561,78.0,98.95
2444,232936,274.0,98.95
2445,232937,-100.0,98.95
2446,232943,-95.0,98.95
2447,233177,133.0,98.95
2448,233446,168.0,98.95
2449,233457,-90.0,98.95
2450,233676,118.0,98.95
2451,233862,85.0,98.95
2452,233896,-67.0,98.95
2453,234053,56.0,98.95
2454,234495,341.0,98.95
2455,234549,-47.0,98.95
2456,234964,314.0,98.95
2457,235041,-24.0,98.95
2458,235567,425.0,98.96
2459,235598,-70.0,98.96
2460,235599,-100.0,98.96
2461,235697,-3.0,98.96
2462,235698,-100.0,98.96
2463,235755,-44.0,98.95
2464,235756,-100.0,98.95
2465,235765,-92.0,98.95
2466,235782,-84.0,98.95
2467,235784,-99.0,98.95
2468,235855,-30.0,98.95
2469,235878,-78.0,98.95
2470,235911,-68.0,98.95
2471,235928,-84.0,98.95
2472,235930,-99.0,98.95
2473,236503,472.0,98.95
2474,236682,78.0,98.95
2475,236718,-65.0,98.95
2476,236770,-49.0,98.95
2477,236787,-84.0,98.95
2478,236835,-53.0,98.95
2479,236866,-70.0,98.95
2480,237188,221.0,98.95
2481,237327,38.0,98.95
2482,237508,80.0,98.95
2483,237997,388.0,98.96
2484,238009,-89.0,98.96
2485,238180,70.0,98.96
2486,238294,13.0,98.96
2487,238340,-55.0,98.96
2488,238404,-37.0,98.96
2489,238438,-67.0,98.96
2490,238464,-75.0,98.96
2491,238487,-78.0,98.96
2492,238566,-22.0,98.95
2493,238567,-100.0,98.95
2494,238586,-82.0,98.95
2495,238598,-89.0,98.95
2496,238715,16.0,98.95
2497,238752,-64.0,98.95
2498,238885,32.0,98.95
2499,238928,-58.0,98.95
2500,238929,-100.0,98.95
2501,238964,-66.0,98.95
2502,239030,-35.0,98.95
2503,239142,11.0,98.95
2504,239205,-38.0,98.95
2505,239280,-26.0,98.95
2506,239287,-94.0,98.95
2507,239367,-21.0,98.95
2508,239372,-96.0,98.95
2509,239386,-87.0,98.95
2510,239601,114.0,98.95
2511,239655,-47.0,98.95
2512,239703,-53.0,98.95
2513,239766,-38.0,98.95
2514,240074,207.0,98.95
2515,240267,92.0,98.95
2516,240285,-83.0,98.95
2517,240627,241.0,98.95
2518,241212,484.0,98.96
2519,241282,-31.0,98.96
2520,241349,-34.0,98.96
2521,241374,-76.0,98.96
2522,241544,69.0,98.96
2523,241656,11.0,98.96
2524,241658,-99.0,98.96
2525,241684,-75.0,98.95
2526,242012,227.0,98.96
2527,242034,-79.0,98.96
2528,242035,-100.0,98.96
2529,242092,-44.0,98.95
2530,242096,-97.0,98.95
2531,242097,-100.0,98.95
2532,242098,-100.0,98.95
2533,242111,-88.0,98.95
2534,242166,-46.0,98.95
2535,242247,-20.0,98.95
2536,242399,51.0,98.95
2537,242421,-79.0,98.95
2538,242489,-33.0,98.95
2539,242490,-100.0,98.95
2540,242566,-25.0,98.95
2541,242688,21.0,98.95
2542,242733,-56.0,98.95
2543,242843,9.0,98.95
2544,242844,-100.0,98.95
2545,242845,-100.0,98.95
2546,242859,-87.0,98.95
2547,242860,-100.0,98.95
2548,242923,-38.0,98.95
2549,242925,-99.0,98.95
2550,243002,-24.0,98.95
2551,243084,-19.0,98.95
2552,243120,-65.0,98.95
2553,243129,-92.0,98.95
2554,243159,-71.0,98.95
2555,243264,4.0,98.95
2556,243330,-35.0,98.95
2557,243334,-97.0,98.95
2558,243412,-23.0,98.95
2559,243427,-86.0,98.95
2560,243428,-100.0,98.95
2561,243455,-74.0,98.95
2562,243609,53.0,98.95
2563,243610,-100.0,98.95
2564,243612,-99.0,98.95
2565,243613,-100.0,98.95
2566,243651,-63.0,98.95
2567,243677,-75.0,98.95
2568,243746,-32.0,98.95
2569,243780,-67.0,98.95
2570,243893,12.0,98.95
2571,244189,195.0,98.95
2572,244297,7.0,98.95
2573,244356,-42.0,98.95
2574,244379,-78.0,98.95
2575,244380,-100.0,98.95
2576,244469,-12.0,98.95
2577,244617,47.0,98.95
2578,244703,-15.0,98.95
2579,245106,302.0,98.95
2580,245369,162.0,98.95
2581,245516,46.0,98.95
2582,245810,193.0,98.95
2583,245811,-100.0,98.95
2584,245900,-12.0,98.95
2585,246434,433.0,98.95
2586,246435,-100.0,98.95
2587,246569,33.0,98.95
2588,247367,697.0,98.95
2589,247458,-10.0,98.95
2590,247821,262.0,98.95
2591,247928,6.0,98.95
2592,247954,-75.0,98.95
2593,248077,22.0,98.95
2594,248243,65.0,98.95
2595,248260,-84.0,98.95
2596,248347,-14.0,98.95
2597,248699,251.0,98.96
2598,248714,-86.0,98.96
2599,248715,-100.0,98.95
2600,248790,-26.0,98.95
2601,248797,-94.0,98.95
2602,248907,9.0,98.95
2603,249124,116.0,98.95
2604,249129,-96.0,98.95
2605,249160,-70.0,98.95
2606,249182,-79.0,98.95
2607,249273,-10.0,98.95
2608,249362,-12.0,98.95
2609,249415,-48.0,98.95
2610,249475,-41.0,98.95
2611,249522,-54.0,98.95
2612,249590,-33.0,98.95
2613,249815,124.0,98.95
2614,250014,98.0,98.95
2615,250135,20.0,98.95
2616,250564,328.0,98.96
2617,250822,157.0,98.96
2618,250823,-100.0,98.96
2619,250912,-12.0,98.96
2620,250913,-100.0,98.96
2621,251106,92.0,98.96
2622,251159,-48.0,98.96
2623,251526,266.0,98.96
2624,251555,-72.0,98.96
2625,251745,89.0,98.96
2626,251817,-29.0,98.96
2627,251818,-100.0,98.96
2628,251822,-97.0,98.96
2629,251823,-100.0,98.96
2630,251886,-38.0,98.96
2631,252161,174.0,98.96
2632,252163,-99.0,98.96
2633,252178,-86.0,98.96
2634,252203,-76.0,98.96
2635,252339,35.0,98.96
2636,252560,120.0,98.96
2637,252625,-36.0,98.96
2638,253012,286.0,98.96
2639,253244,131.0,98.96
2640,253330,-15.0,98.96
2641,253688,257.0,98.96
2642,253788,-1.0,98.96
2643,254109,220.0,98.96
2644,254132,-78.0,98.96
2645,254468,235.0,98.96
2646,254575,6.0,98.96
2647,254652,-24.0,98.96
2648,254660,-93.0,98.96
2649,254699,-62.0,98.96
2650,254700,-100.0,98.96
2651,255063,262.0,98.96
2652,255065,-99.0,98.96
2653,255187,21.0,98.96
2654,255288,0.0,98.96
2655,255335,-54.0,98.96
2656,255536,100.0,98.96
2657,255682,45.0,98.96
2658,255936,153.0,98.96
2659,255989,-48.0,98.96
2660,256031,-59.0,98.96
2661,256041,-91.0,98.96
2662,256076,-66.0,98.96
2663,256143,-34.0,98.96
2664,256729,485.0,98.96
2665,256807,-23.0,98.96
2666,256943,35.0,98.96
2667,257256,212.0,98.96
2668,257432,75.0,98.96
2669,257433,-100.0,98.96
2670,257446,-88.0,98.96
2671,257448,-99.0,98.96
2672,257449,-100.0,98.96
2673,257770,220.0,98.96
2674,257827,-44.0,98.96
2675,257878,-50.0,98.96
2676,257923,-56.0,98.96
2677,257977,-47.0,98.96
2678,258015,-63.0,98.96
2679,258050,-66.0,98.96
2680,258149,-2.0,98.96
2681,258229,-21.0,98.96
2682,258384,54.0,98.96
2683,258514,29.0,98.96
2684,258528,-87.0,98.96
2685,258588,-41.0,98.96
2686,258622,-67.0,98.96
2687,258726,3.0,98.96
2688,258843,16.0,98.96
2689,258942,-2.0,98.96
2690,258989,-54.0,98.96
2691,259257,167.0,98.96
2692,259332,-26.0,98.96
2693,259420,-13.0,98.96
2694,259494,-27.0,98.96
2695,259495,-100.0,98.96
2696,259507,-89.0,98.96
2697,259524,-84.0,98.96
2698,259550,-75.0,98.96
2699,259606,-45.0,98.96
2700,259687,-20.0,98.96
2701,259979,191.0,98.96
2702,260203,123.0,98.96
2703,260403,99.0,98.96
2704,260420,-84.0,98.96
2705,260424,-97.0,98.96
2706,260427,-98.0,98.96
2707,260433,-95.0,98.96
2708,260601,67.0,98.96
2709,260899,197.0,98.96
2710,260900,-100.0,98.96
2711,260904,-97.0,98.96
2712,260921,-84.0,98.96
2713,261528,506.0,98.96
2714,261564,-65.0,98.96
2715,261647,-18.0,98.96
2716,261834,86.0,98.96
2717,261835,-100.0,98.96
2718,261842,-94.0,98.96
2719,261858,-85.0,98.96
2720,261896,-63.0,98.96
2721,261899,-98.0,98.96
2722,261916,-84.0,98.96
2723,261922,-95.0,98.96
2724,261943,-80.0,98.96
2725,261957,-87.0,98.96
2726,262835,777.0,98.96
2727,262839,-97.0,98.96
2728,263143,203.0,98.96
2729,263440,196.0,98.96
2730,263782,241.0,98.96
2731,263978,95.0,98.97
2732,264366,287.0,98.97
2733,264376,-91.0,98.97
2734,264392,-85.0,98.97
2735,264400,-93.0,98.97
2736,264402,-99.0,98.96
2737,264403,-100.0,98.96
2738,264405,-99.0,98.96
2739,264426,-80.0,98.96
2740,264428,-99.0,98.96
2741,264431,-98.0,98.96
2742,264444,-88.0,98.96
2743,264449,-96.0,98.96
2744,264464,-86.0,98.96
2745,264466,-99.0,98.96
2746,264469,-98.0,98.96
2747,264473,-97.0,98.96
2748,264476,-98.0,98.96
2749,264654,77.0,98.96
2750,264708,-47.0,98.96
2751,264806,-3.0,98.96
2752,264888,-19.0,98.96
2753,264889,-100.0,98.96
2754,264893,-97.0,98.96
2755,264895,-99.0,98.96
2756,264896,-100.0,98.96
2757,264909,-88.0,98.96
2758,264914,-96.0,98.96
2759,264919,-96.0,98.96
2760,264920,-100.0,98.96
2761,264941,-80.0,98.96
2762,264963,-79.0,98.96
2763,265371,307.0,98.96
2764,265372,-100.0,98.96
2765,265413,-60.0,98.96
2766,265566,52.0,98.96
2767,265725,58.0,98.96
2768,265853,27.0,98.96
2769,265880,-74.0,98.96
2770,265884,-97.0,98.96
2771,265888,-97.0,98.96
2772,265945,-44.0,98.96
2773,266102,56.0,98.96
2774,266168,-35.0,98.96
2775,266212,-57.0,98.96
2776,266213,-100.0,98.96
2777,266287,-27.0,98.96
2778,266501,113.0,98.96
2779,266507,-95.0,98.96
2780,266584,-24.0,98.96
2781,266940,255.0,98.96
2782,266958,-83.0,98.96
2783,266982,-77.0,98.96
2784,267004,-79.0,98.96
2785,267010,-95.0,98.96
2786,267235,124.0,98.96
2787,267334,-2.0,98.96
2788,267415,-20.0,98.96
2789,267715,199.0,98.96
2790,267718,-98.0,98.96
2791,267777,-42.0,98.96
2792,267778,-100.0,98.96
2793,268055,176.0,98.96
2794,268093,-63.0,98.96
2795,268840,646.0,98.96
2796,268881,-60.0,98.96
2797,268990,8.0,98.96
2798,269124,33.0,98.96
2799,269313,88.0,98.96
2800,269717,303.0,98.96
2801,269759,-59.0,98.96
2802,269784,-76.0,98.96
2803,269994,109.0,98.96
2804,270034,-61.0,98.96
2805,270092,-43.0,98.96
2806,270185,-8.0,98.96
2807,270210,-76.0,98.96
2808,270211,-100.0,98.96
2809,270217,-95.0,98.96
2810,270225,-93.0,98.96
2811,270227,-99.0,98.96
2812,270231,-97.0,98.96
2813,270251,-81.0,98.96
2814,270261,-91.0,98.96
2815,270276,-86.0,98.96
2816,270365,-12.0,98.96
2817,270366,-100.0,98.96
2818,270421,-46.0,98.96
2819,270616,94.0,98.96
2820,270620,-97.0,98.96
2821,270655,-66.0,98.96
2822,270744,-12.0,98.96
2823,270942,97.0,98.96
2824,270943,-100.0,98.96
2825,271075,31.0,98.96
2826,271082,-94.0,98.96
2827,271171,-12.0,98.96
2828,271184,-88.0,98.96
2829,271195,-90.0,98.96
2830,271196,-100.0,98.96
2831,271228,-69.0,98.96
2832,271240,-89.0,98.96
2833,271275,-66.0,98.96
2834,271343,-33.0,98.96
2835,271531,87.0,98.96
2836,271580,-52.0,98.96
2837,271621,-60.0,98.96
2838,271680,-42.0,98.96
2839,271699,-82.0,98.95
2840,271708,-92.0,98.95
2841,271785,-24.0,98.95
2842,271854,-32.0,98.95
2843,271862,-93.0,98.95
2844,271895,-68.0,98.95
2845,271896,-100.0,98.95
2846,271924,-73.0,98.95
2847,272391,366.0,98.95
2848,272392,-100.0,98.95
2849,272395,-98.0,98.95
2850,272397,-99.0,98.95
2851,272585,87.0,98.95
2852,272597,-89.0,98.95
2853,272603,-95.0,98.95
2854,272659,-45.0,98.95
2855,272666,-94.0,98.95
2856,272772,5.0,98.95
2857,272773,-100.0,98.95
2858,272894,20.0,98.95
2859,273488,493.0,98.95
2860,273505,-84.0,98.95
2861,273524,-82.0,98.95
2862,273697,72.0,98.95
2863,273924,126.0,98.95
2864,274565,540.0,98.96
2865,274681,15.0,98.96
2866,274749,-33.0,98.96
2867,274754,-96.0,98.96
2868,274827,-28.0,98.96
2869,274870,-58.0,98.96
2870,274911,-60.0,98.96
2871,274920,-92.0,98.96
2872,275022,1.0,98.96
2873,275053,-70.0,98.96
2874,275075,-79.0,98.95
2875,275102,-74.0,98.95
2876,275149,-54.0,98.95
2877,275150,-100.0,98.95
2878,275163,-88.0,98.95
2879,275175,-89.0,98.95
2880,275186,-90.0,98.95
2881,275187,-100.0,98.95
2882,275195,-93.0,98.95
2883,275196,-100.0,98.95
2884,275292,-5.0,98.95
2885,275313,-80.0,98.95
2886,275314,-100.0,98.95
2887,275467,52.0,98.95
2888,275561,-7.0,98.95
2889,275651,-11.0,98.95
2890,275680,-72.0,98.95
2891,275681,-100.0,98.95
2892,275735,-47.0,98.95
2893,275786,-50.0,98.95
2894,275940,53.0,98.95
2895,275987,-54.0,98.95
2896,275988,-100.0,98.95
2897,276071,-18.0,98.95
2898,276366,194.0,98.95
2899,276390,-77.0,98.95
2900,276554,63.0,98.95
2901,276881,226.0,98.95
2902,277091,109.0,98.95
2903,277178,-14.0,98.95
2904,277221,-58.0,98.95
2905,277226,-96.0,98.95
2906,277227,-100.0,98.95
2907,277486,158.0,98.95
2908,277499,-88.0,98.95
2909,277581,-19.0,98.95
2910,277836,154.0,98.95
2911,277860,-77.0,98.95
2912,278169,208.0,98.95
2913,278419,149.0,98.95
2914,278568,48.0,98.95
2915,278849,180.0,98.95
2916,278938,-12.0,98.95
2917,278965,-74.0,98.95
2918,279085,19.0,98.95
2919,279154,-32.0,98.95
2920,279208,-47.0,98.95
2921,279377,68.0,98.95
2922,279399,-79.0,98.95
2923,279419,-81.0,98.95
2924,279530,10.0,98.95
2925,279536,-95.0,98.95
