,step,episode reward,accuracy,100 eps mean,time
0,9.0,8.0,66.67,8.0,0.010000
1,17.0,6.0,50.0,7.0,0.020000
2,25.0,6.0,40.0,6.7,0.030000
3,33.0,6.0,33.33,6.5,0.640000
4,45.0,10.0,54.55,7.2,1.690000
5,59.0,12.0,66.67,8.0,3.160000
6,69.0,8.0,66.67,8.0,4.080000
7,78.0,7.0,65.22,7.9,5.110000
8,91.0,11.0,68.97,8.2,6.450000
