,step,episode reward,accuracy,100 eps mean,time
0,10.0,9.0,75.0,9.0,0.000000
1,19.0,7.0,66.67,8.0,0.010000
2,30.0,9.0,70.0,8.3,0.020000
3,42.0,10.0,73.33,8.8,1.540000
4,50.0,6.0,68.75,8.2,2.230000
5,58.0,6.0,64.71,7.8,2.920000
