,step,episode reward,accuracy,100 eps mean,time
141,3563.0,47.0,94.47,27.6,566.580000
142,3583.0,18.0,94.46,27.4,569.760000
143,3601.0,16.0,94.45,27.4,572.620000
144,3628.0,25.0,94.45,27.5,577.070000
145,3721.0,91.0,94.59,28.3,591.600000
146,3735.0,12.0,94.57,28.4,593.860000
147,3754.0,17.0,94.56,28.4,596.950000
148,3860.0,104.0,94.71,29.3,613.800000
149,3877.0,15.0,94.7,29.4,616.520000
150,3907.0,28.0,94.7,29.5,621.340000
151,3950.0,41.0,94.74,29.5,628.210000
152,4037.0,85.0,94.84,30.2,641.840000
153,4211.0,172.0,95.09,31.9,670.810000
154,4252.0,39.0,95.11,32.2,678.400000
155,4304.0,50.0,95.14,32.6,688.690000
156,4349.0,43.0,95.17,32.6,697.650000
157,4393.0,42.0,95.19,32.9,705.830000
158,4403.0,8.0,95.17,32.9,707.550000
159,4412.0,7.0,95.14,32.9,709.010000
160,4457.0,43.0,95.17,33.3,716.320000
161,4606.0,147.0,95.34,34.6,741.070000
162,4669.0,61.0,95.38,35.2,751.030000
163,4685.0,14.0,95.36,35.1,753.560000
164,4715.0,28.0,95.37,35.2,758.270000
165,4751.0,34.0,95.38,35.5,764.120000
166,4765.0,12.0,95.36,35.4,766.480000
167,4818.0,51.0,95.39,35.8,775.460000
168,4882.0,62.0,95.43,36.3,785.600000
169,4909.0,25.0,95.43,36.5,790.200000
170,5013.0,102.0,95.52,37.3,806.630000
171,5022.0,7.0,95.5,37.3,808.040000
172,5116.0,92.0,95.57,37.7,822.720000
173,5211.0,93.0,95.64,38.5,837.530000
174,5248.0,35.0,95.65,38.6,843.290000
175,5307.0,57.0,95.68,39.1,852.460000
176,5327.0,18.0,95.67,39.2,855.610000
177,5408.0,79.0,95.72,39.8,868.230000
178,5470.0,60.0,95.76,40.2,877.960000
179,5591.0,119.0,95.84,41.3,896.940000
180,5599.0,6.0,95.82,41.2,898.200000
181,5635.0,34.0,95.83,41.4,903.870000
182,5647.0,10.0,95.81,41.4,905.780000
183,5667.0,18.0,95.8,41.5,908.900000
184,5684.0,15.0,95.79,41.5,911.580000
185,5737.0,51.0,95.81,41.6,919.800000
186,5775.0,36.0,95.81,41.6,925.710000
187,5855.0,78.0,95.86,42.2,938.170000
188,5915.0,58.0,95.89,42.7,947.580000
189,5933.0,16.0,95.87,42.6,950.400000
190,5965.0,30.0,95.87,42.8,955.550000
191,5980.0,13.0,95.86,42.6,957.920000
192,6003.0,21.0,95.85,42.6,961.550000
193,6031.0,26.0,95.85,42.0,965.930000
194,6120.0,87.0,95.9,42.6,979.710000
195,6187.0,65.0,95.93,43.0,990.150000
196,6257.0,68.0,95.96,43.4,1001.060000
197,6307.0,48.0,95.98,43.7,1008.950000
198,6395.0,86.0,96.02,44.4,1022.680000
199,6492.0,95.0,96.07,44.9,1037.790000
200,6523.0,29.0,96.07,45.0,1042.640000
201,6636.0,111.0,96.13,45.4,1060.200000
202,6761.0,123.0,96.2,46.4,1079.700000
203,6790.0,27.0,96.2,46.6,1084.220000
204,6851.0,59.0,96.22,47.1,1093.750000
205,6978.0,125.0,96.28,47.7,1113.700000
206,7024.0,44.0,96.29,47.8,1120.900000
207,7087.0,61.0,96.31,47.9,1130.720000
208,7096.0,7.0,96.29,47.2,1132.150000
209,7183.0,85.0,96.32,47.9,1145.790000
210,7396.0,211.0,96.44,48.8,1178.830000
211,7416.0,18.0,96.43,47.6,1181.960000
212,7440.0,22.0,96.42,46.7,1185.780000
213,7480.0,38.0,96.42,46.9,1192.030000
214,7500.0,18.0,96.41,46.7,1195.130000
215,7519.0,17.0,96.4,46.7,1198.140000
216,7532.0,11.0,96.39,46.6,1200.190000
217,7587.0,53.0,96.4,46.5,1208.810000
218,7597.0,8.0,96.39,46.3,1210.380000
219,7780.0,181.0,96.47,48.0,1239.030000
220,7823.0,41.0,96.48,47.4,1245.890000
221,7839.0,14.0,96.47,47.4,1248.440000
222,7889.0,48.0,96.48,47.7,1256.370000
223,7936.0,45.0,96.48,47.8,1263.790000
224,8001.0,63.0,96.5,48.0,1274.030000
225,8065.0,62.0,96.51,47.9,1284.010000
226,8085.0,18.0,96.51,47.8,1287.180000
227,8177.0,90.0,96.54,48.6,1301.540000
228,8190.0,11.0,96.52,47.9,1303.640000
229,8291.0,99.0,96.56,48.6,1319.460000
230,8303.0,10.0,96.55,48.4,1321.360000
231,8312.0,7.0,96.53,48.4,1322.770000
232,8328.0,14.0,96.52,48.4,1325.300000
233,8339.0,9.0,96.51,48.2,1327.020000
234,8352.0,11.0,96.5,48.2,1329.090000
235,8426.0,72.0,96.52,48.8,1340.560000
236,8461.0,33.0,96.52,48.9,1346.070000
237,8493.0,30.0,96.51,48.7,1351.040000
238,8533.0,38.0,96.52,48.8,1357.370000
239,8558.0,23.0,96.51,48.6,1361.300000
240,8585.0,25.0,96.51,48.7,1365.600000
241,8593.0,6.0,96.49,48.3,1366.870000
242,8823.0,228.0,96.59,50.4,1402.720000
243,8878.0,53.0,96.6,50.8,1411.290000
244,8916.0,36.0,96.6,50.9,1417.260000
245,9006.0,88.0,96.62,50.8,1431.410000
246,9030.0,22.0,96.62,51.0,1435.240000
247,9044.0,12.0,96.61,50.9,1437.440000
248,9052.0,6.0,96.59,49.9,1438.720000
249,9074.0,20.0,96.59,50.0,1442.160000
250,9089.0,13.0,96.58,49.8,1444.500000
251,9207.0,116.0,96.61,50.6,1462.820000
252,9268.0,59.0,96.63,50.3,1472.430000
253,9314.0,44.0,96.63,49.0,1479.660000
254,9340.0,24.0,96.63,48.9,1483.740000
255,9355.0,13.0,96.62,48.5,1486.080000
256,9381.0,24.0,96.61,48.3,1490.090000
257,9410.0,27.0,96.61,48.2,1494.620000
258,9450.0,38.0,96.61,48.5,1500.820000
259,9461.0,9.0,96.6,48.5,1502.530000
260,9538.0,75.0,96.62,48.8,1514.480000
261,9614.0,74.0,96.63,48.1,1526.360000
262,9652.0,36.0,96.63,47.8,1532.230000
263,10088.0,434.0,96.8,52.0,1600.500000
264,10254.0,164.0,96.85,53.4,1626.450000
265,10311.0,55.0,96.85,53.6,1635.380000
266,10356.0,43.0,96.85,53.9,1642.440000
267,10408.0,50.0,96.86,53.9,1650.550000
268,10718.0,308.0,96.96,56.4,1698.850000
269,10790.0,70.0,96.97,56.8,1710.130000
270,10949.0,157.0,97.01,57.4,1735.070000
271,11164.0,213.0,97.06,59.4,1768.720000
272,11182.0,16.0,97.06,58.7,1771.550000
273,11300.0,116.0,97.08,58.9,1790.280000
274,11386.0,84.0,97.09,59.4,1803.700000
275,11400.0,12.0,97.09,58.9,1805.930000
276,11497.0,95.0,97.1,59.7,1821.190000
277,11663.0,164.0,97.14,60.6,1847.400000
278,12089.0,424.0,97.25,64.2,1915.340000
279,12195.0,104.0,97.26,64.0,1932.060000
280,12388.0,191.0,97.3,65.9,1962.560000
281,12399.0,9.0,97.3,65.6,1964.320000
282,12437.0,36.0,97.29,65.9,1970.300000
283,12478.0,39.0,97.29,66.1,1977.020000
284,12500.0,20.0,97.29,66.2,1980.470000
285,12584.0,82.0,97.3,66.5,1994.030000
286,12595.0,9.0,97.29,66.2,1995.770000
287,12655.0,58.0,97.29,66.0,2005.210000
288,12783.0,126.0,97.31,66.7,2025.260000
289,12806.0,21.0,97.31,66.7,2028.840000
290,12915.0,107.0,97.33,67.5,2045.920000
291,12923.0,6.0,97.32,67.4,2047.180000
292,12955.0,30.0,97.31,67.5,2052.170000
293,12972.0,15.0,97.31,67.4,2054.840000
294,12987.0,13.0,97.3,66.7,2057.200000
295,13039.0,50.0,97.3,66.5,2065.330000
296,13079.0,38.0,97.3,66.2,2071.620000
297,13142.0,61.0,97.3,66.4,2081.470000
298,13152.0,8.0,97.3,65.6,2083.140000
299,13258.0,104.0,97.31,65.7,2099.800000
300,13274.0,14.0,97.3,65.5,2102.320000
301,13314.0,38.0,97.3,64.8,2108.600000
302,13323.0,7.0,97.3,63.6,2109.990000
303,13386.0,61.0,97.3,64.0,2119.850000
304,13469.0,81.0,97.31,64.2,2133.030000
305,13523.0,52.0,97.31,63.4,2141.600000
306,13559.0,34.0,97.31,63.4,2147.610000
307,13577.0,16.0,97.3,62.9,2150.540000
308,13728.0,149.0,97.33,64.3,2174.340000
309,13795.0,65.0,97.33,64.1,2185.160000
310,13804.0,7.0,97.33,62.1,2186.740000
311,13846.0,40.0,97.32,62.3,2193.640000
312,14031.0,183.0,97.36,63.9,2222.720000
313,14053.0,20.0,97.35,63.7,2226.210000
314,14070.0,15.0,97.35,63.7,2228.860000
315,14108.0,36.0,97.34,63.9,2234.820000
316,14158.0,48.0,97.35,64.3,2242.640000
317,14195.0,35.0,97.34,64.1,2248.690000
318,14218.0,21.0,97.34,64.2,2252.370000
319,14226.0,6.0,97.33,62.5,2253.650000
320,14410.0,182.0,97.36,63.9,2282.490000
321,14428.0,16.0,97.36,63.9,2285.300000
322,14439.0,9.0,97.35,63.5,2287.030000
323,14469.0,28.0,97.34,63.3,2291.740000
324,14493.0,22.0,97.34,62.9,2295.470000
325,14600.0,105.0,97.35,63.4,2312.540000
326,14610.0,8.0,97.35,63.2,2314.130000
327,14653.0,41.0,97.35,62.8,2320.830000
328,14675.0,20.0,97.34,62.8,2324.370000
329,14803.0,126.0,97.36,63.1,2344.310000
330,14878.0,73.0,97.37,63.8,2356.080000
331,14946.0,66.0,97.37,64.3,2366.760000
332,15009.0,61.0,97.37,64.8,2376.550000
333,15029.0,18.0,97.37,64.9,2379.660000
334,15123.0,92.0,97.38,65.7,2394.350000
335,15160.0,35.0,97.38,65.3,2400.120000
336,15175.0,13.0,97.37,65.1,2402.500000
337,15237.0,60.0,97.37,65.4,2412.190000
338,15320.0,81.0,97.38,65.9,2425.420000
339,15442.0,120.0,97.4,66.8,2445.020000
340,15632.0,188.0,97.43,68.5,2475.380000
341,15647.0,13.0,97.42,68.5,2477.730000
342,15655.0,6.0,97.41,66.3,2479.030000
343,15725.0,68.0,97.42,66.5,2490.070000
344,15842.0,115.0,97.43,67.3,2508.480000
345,15868.0,24.0,97.43,66.6,2512.610000
346,16029.0,159.0,97.45,68.0,2537.820000
347,16138.0,107.0,97.46,68.9,2554.960000
348,16197.0,57.0,97.46,69.4,2564.350000
349,16287.0,88.0,97.47,70.1,2578.880000
350,16424.0,135.0,97.49,71.4,2600.660000
351,16493.0,67.0,97.49,70.9,2611.470000
352,16539.0,44.0,97.49,70.7,2618.680000
353,16664.0,123.0,97.5,71.5,2638.260000
354,16694.0,28.0,97.5,71.5,2643.020000
355,16710.0,14.0,97.5,71.6,2645.550000
356,16744.0,32.0,97.49,71.6,2650.900000
357,16777.0,31.0,97.49,71.7,2656.100000
358,16807.0,28.0,97.49,71.6,2660.850000
359,16966.0,157.0,97.51,73.0,2685.970000
360,17052.0,84.0,97.51,73.1,2699.390000
361,17438.0,384.0,97.57,76.2,2759.760000
362,17512.0,72.0,97.58,76.6,2771.370000
363,17659.0,145.0,97.59,73.7,2794.250000
364,17711.0,50.0,97.59,72.6,2802.510000
365,17724.0,11.0,97.59,72.1,2804.560000
366,17737.0,11.0,97.58,71.8,2806.610000
367,17784.0,45.0,97.58,71.8,2814.160000
368,17802.0,16.0,97.58,68.8,2817.070000
369,17815.0,11.0,97.57,68.2,2819.190000
370,17844.0,27.0,97.57,67.0,2823.800000
371,17866.0,20.0,97.56,65.0,2827.290000
372,17880.0,12.0,97.56,65.0,2829.520000
373,17943.0,61.0,97.56,64.4,2839.360000
374,18024.0,79.0,97.56,64.4,2852.040000
375,18180.0,154.0,97.58,65.8,2876.750000
376,18234.0,52.0,97.58,65.4,2885.230000
377,18347.0,111.0,97.59,64.8,2902.910000
378,18363.0,14.0,97.59,60.7,2905.410000
379,18401.0,36.0,97.59,60.1,2911.340000
380,18411.0,8.0,97.58,58.2,2912.960000
381,18532.0,119.0,97.59,59.3,2931.870000
382,18571.0,37.0,97.59,59.3,2937.960000
383,18583.0,10.0,97.58,59.0,2939.870000
384,18626.0,41.0,97.58,59.3,2946.620000
385,18634.0,6.0,97.58,58.5,2947.900000
386,18886.0,250.0,97.61,60.9,2987.300000
387,19017.0,129.0,97.62,61.6,3007.730000
388,19114.0,95.0,97.63,61.3,3022.860000
389,19204.0,88.0,97.63,62.0,3036.980000
390,19259.0,53.0,97.63,61.4,3045.710000
391,19297.0,36.0,97.63,61.7,3051.640000
392,19610.0,311.0,97.67,64.6,3101.010000
393,19901.0,289.0,97.7,67.3,3146.860000
394,20487.0,584.0,97.77,73.0,3239.150000
395,20701.0,212.0,97.79,74.6,3272.660000
396,20899.0,196.0,97.81,76.2,3303.890000
397,20913.0,12.0,97.8,75.7,3306.100000
398,20948.0,33.0,97.8,76.0,3311.670000
399,21064.0,114.0,97.81,76.1,3329.920000
400,21264.0,198.0,97.83,77.9,3361.400000
401,21302.0,36.0,97.83,77.9,3367.370000
402,21350.0,46.0,97.83,78.3,3374.910000
403,21415.0,63.0,97.83,78.3,3385.120000
404,21436.0,19.0,97.82,77.7,3388.440000
405,21522.0,84.0,97.83,78.0,3401.830000
406,21680.0,156.0,97.84,79.2,3426.670000
407,21725.0,43.0,97.84,79.5,3433.700000
408,21734.0,7.0,97.83,78.1,3435.150000
409,21907.0,171.0,97.85,79.1,3462.230000
410,21956.0,47.0,97.85,79.5,3469.960000
411,21976.0,18.0,97.84,79.3,3473.130000
412,22010.0,32.0,97.84,77.8,3478.420000
413,22023.0,11.0,97.84,77.7,3480.460000
414,22035.0,10.0,97.83,77.6,3482.370000
415,22054.0,17.0,97.83,77.5,3485.330000
416,22099.0,43.0,97.83,77.4,3492.320000
417,22117.0,16.0,97.82,77.2,3495.130000
418,22126.0,7.0,97.82,77.1,3496.540000
419,22170.0,42.0,97.82,77.4,3503.370000
420,22182.0,10.0,97.81,75.7,3505.270000
421,22239.0,55.0,97.81,76.1,3514.130000
422,22312.0,71.0,97.81,76.7,3525.490000
423,22332.0,18.0,97.81,76.6,3528.660000
424,22340.0,6.0,97.81,76.5,3529.940000
425,22352.0,10.0,97.8,75.5,3531.860000
426,22379.0,25.0,97.8,75.7,3536.060000
427,22387.0,6.0,97.79,75.3,3537.340000
428,22400.0,11.0,97.79,75.2,3539.410000
429,22457.0,55.0,97.79,74.5,3548.290000
430,22468.0,9.0,97.78,73.9,3550.030000
431,22488.0,18.0,97.78,73.4,3553.160000
432,22581.0,91.0,97.79,73.7,3567.620000
433,22600.0,17.0,97.78,73.7,3570.630000
434,22612.0,10.0,97.78,72.9,3572.530000
435,22642.0,28.0,97.77,72.8,3577.200000
436,22684.0,40.0,97.77,73.1,3583.790000
437,22753.0,67.0,97.78,73.2,3594.590000
438,22777.0,22.0,97.77,72.6,3598.410000
439,22805.0,26.0,97.77,71.6,3602.750000
440,22836.0,29.0,97.77,70.0,3607.610000
441,23003.0,165.0,97.78,71.6,3633.520000
442,23089.0,84.0,97.78,72.3,3646.960000
443,23160.0,69.0,97.79,72.4,3658.190000
444,23268.0,106.0,97.79,72.3,3675.050000
445,23306.0,36.0,97.79,72.4,3681.000000
446,23320.0,12.0,97.79,70.9,3683.280000
447,23347.0,25.0,97.78,70.1,3687.480000
448,23368.0,19.0,97.78,69.7,3690.770000
449,23413.0,43.0,97.78,69.3,3697.770000
450,23430.0,15.0,97.78,68.1,3700.450000
451,23570.0,138.0,97.79,68.8,3722.410000
452,23583.0,11.0,97.78,68.4,3724.480000
453,23606.0,21.0,97.78,67.4,3728.120000
454,23706.0,98.0,97.78,68.1,3743.710000
455,23730.0,22.0,97.78,68.2,3747.450000
456,23772.0,40.0,97.78,68.3,3754.100000
457,23836.0,62.0,97.78,68.6,3764.150000
458,23857.0,19.0,97.78,68.5,3767.460000
459,23943.0,84.0,97.78,67.8,3780.840000
460,23963.0,18.0,97.78,67.1,3783.980000
461,24105.0,140.0,97.79,64.7,3806.110000
462,24179.0,72.0,97.79,64.7,3817.680000
463,24196.0,15.0,97.79,63.4,3820.370000
464,24214.0,16.0,97.78,63.0,3823.220000
465,24319.0,103.0,97.79,64.0,3839.480000
466,24552.0,231.0,97.81,66.2,3875.670000
467,24565.0,11.0,97.8,65.8,3877.730000
468,24944.0,377.0,97.83,69.4,3936.770000
469,25054.0,108.0,97.84,70.4,3954.050000
470,25408.0,352.0,97.87,73.6,4009.390000
471,25751.0,341.0,97.9,76.8,4062.700000
472,25802.0,49.0,97.9,77.2,4070.690000
473,25868.0,64.0,97.9,77.2,4081.030000
474,25970.0,100.0,97.9,77.5,4096.840000
475,26009.0,37.0,97.9,76.3,4102.970000
476,26071.0,60.0,97.9,76.4,4112.620000
477,26396.0,323.0,97.93,78.5,4163.320000
478,26430.0,32.0,97.92,78.7,4168.600000
479,26577.0,145.0,97.93,79.8,4191.600000
480,26585.0,6.0,97.93,79.7,4192.890000
481,26989.0,402.0,97.96,82.6,4256.010000
482,27325.0,334.0,97.98,85.5,4308.300000
483,27428.0,101.0,97.99,86.4,4324.390000
484,27436.0,6.0,97.98,86.1,4325.640000
485,27459.0,21.0,97.98,86.2,4329.260000
486,27606.0,145.0,97.99,85.2,4352.090000
487,27670.0,62.0,97.99,84.5,4362.110000
488,27801.0,129.0,97.99,84.9,4382.510000
489,27867.0,64.0,97.99,84.6,4392.770000
490,27883.0,14.0,97.99,84.2,4395.280000
491,27964.0,79.0,97.99,84.7,4407.890000
492,28042.0,76.0,98.0,82.3,4420.060000
493,28114.0,70.0,98.0,80.1,4431.470000
494,28131.0,15.0,97.99,74.4,4434.170000
495,28145.0,12.0,97.99,72.4,4436.420000
496,28189.0,42.0,97.99,70.9,4443.320000
497,28232.0,41.0,97.99,71.2,4450.040000
498,28274.0,40.0,97.99,71.3,4456.640000
499,28286.0,10.0,97.98,70.2,4458.550000
500,28325.0,37.0,97.98,68.6,4464.650000
501,28350.0,23.0,97.98,68.5,4468.560000
502,28365.0,13.0,97.98,68.2,4470.900000
503,28465.0,98.0,97.98,68.5,4486.660000
504,28479.0,12.0,97.98,68.4,4488.890000
505,28530.0,49.0,97.98,68.1,4496.920000
506,28564.0,32.0,97.97,66.8,4502.220000
507,28579.0,13.0,97.97,66.5,4504.580000
508,28866.0,285.0,97.99,69.3,4549.340000
509,28997.0,129.0,97.99,68.9,4569.960000
510,29114.0,115.0,98.0,69.6,4588.220000
511,29145.0,29.0,98.0,69.7,4593.120000
512,29249.0,102.0,98.0,70.4,4609.390000
513,29292.0,41.0,98.0,70.7,4616.110000
514,29363.0,69.0,98.0,71.3,4627.200000
515,29420.0,55.0,98.0,71.7,4636.130000
516,29459.0,37.0,98.0,71.6,4642.230000
517,29509.0,48.0,98.0,71.9,4649.990000
518,29525.0,14.0,98.0,72.0,4652.500000
519,29533.0,6.0,97.99,71.6,4653.770000
520,29572.0,37.0,97.99,71.9,4659.850000
521,29604.0,30.0,97.99,71.6,4664.950000
522,29616.0,10.0,97.99,71.0,4666.850000
523,29638.0,20.0,97.98,71.1,4670.260000
524,29683.0,43.0,97.98,71.4,4677.260000
525,29784.0,99.0,97.98,72.3,4693.050000
526,29854.0,68.0,97.99,72.8,4704.020000
527,29872.0,16.0,97.98,72.8,4706.810000
528,29881.0,7.0,97.98,72.8,4708.220000
529,29889.0,6.0,97.98,72.3,4709.490000
530,29910.0,19.0,97.97,72.4,4712.770000
531,29926.0,14.0,97.97,72.4,4715.280000
532,29970.0,42.0,97.97,71.9,4722.130000
533,29985.0,13.0,97.97,71.8,4724.520000
534,30012.0,25.0,97.96,72.0,4728.780000
535,30026.0,12.0,97.96,71.8,4731.000000
536,30060.0,32.0,97.96,71.8,4736.320000
537,30081.0,19.0,97.96,71.3,4739.610000
538,30120.0,37.0,97.95,71.4,4745.710000
539,30284.0,162.0,97.96,72.8,4771.340000
540,30338.0,52.0,97.96,73.0,4779.840000
541,30352.0,12.0,97.96,71.5,4782.080000
542,30425.0,71.0,97.96,71.4,4793.490000
543,30583.0,156.0,97.97,72.2,4818.130000
544,30604.0,19.0,97.97,71.4,4821.430000
545,30734.0,128.0,97.97,72.3,4841.670000
546,30875.0,139.0,97.98,73.6,4863.870000
547,30890.0,13.0,97.97,73.4,4866.270000
548,30910.0,18.0,97.97,73.4,4869.430000
549,30972.0,60.0,97.97,73.6,4879.150000
550,31038.0,64.0,97.97,74.1,4889.510000
551,31099.0,59.0,97.97,73.3,4899.000000
552,31134.0,33.0,97.97,73.5,4904.550000
553,31158.0,22.0,97.97,73.5,4908.280000
554,31175.0,15.0,97.97,72.7,4910.930000
555,31218.0,41.0,97.97,72.9,4917.650000
556,31399.0,179.0,97.97,74.3,4945.780000
557,31433.0,32.0,97.97,74.0,4951.150000
558,31447.0,12.0,97.97,73.9,4953.400000
559,31478.0,29.0,97.97,73.4,4958.300000
560,31560.0,80.0,97.97,74.0,4971.120000
561,31588.0,26.0,97.97,72.8,4975.510000
562,31760.0,170.0,97.98,73.8,5002.220000
563,31820.0,58.0,97.98,74.2,5011.600000
564,31834.0,12.0,97.97,74.2,5013.840000
565,31842.0,6.0,97.97,73.2,5015.110000
566,31901.0,57.0,97.97,71.5,5024.350000
567,31959.0,56.0,97.97,71.9,5033.330000
