,step,episode reward,accuracy,100 eps mean,time
0,31.0,30.0,96.0,30.0,0.010000
1,47.0,14.0,94.12,22.0,1.300000
2,56.0,7.0,91.67,17.0,1.800000
3,68.0,10.0,90.24,15.2,2.480000
4,86.0,16.0,90.38,15.4,3.700000
5,94.0,6.0,88.68,13.8,4.260000
